解答文,正答文,ラベル,ラベルの値(解答←正答)
I was very tired when I reached the objective place.,I was tired out by the time I got to my destination.,entail,0.9939056
I have know idea people`s thinking are valious that hobby as well.,Different people like different things. You can't tell what someone is interested in.,neutral,0.95143294
People have different ideas. You don't know who has what hobby.,Different people like different things. You can't tell what someone is interested in.,entail,0.99586606
Everyone has different thoughts. We wouldn't know what hobbies people have.,Different people like different things. You can't tell what someone is interested in.,neutral,0.990112
People have different thought. It is not predictable that indivisulas have what kind of hobby.,Different people like different things. You can't tell what someone is interested in.,entail,0.990764
A person is diffirent from thinking. I do not know who have a hobby.,Different people like different things. You can't tell what someone is interested in.,entail,0.895579
"I have having over 2 o`clock, to make me fever reading scorrer novel last night.",That detective story was so good I couldn't put it down until two this morning.,neutral,0.9915665
"I stayed up late until 2 a.m.last night, because I was so absorbed in that detective novel.",That detective story was so good I couldn't put it down until two this morning.,contradiction,0.9890253
I stayed away by 2 am because I was into the mistery novel last night.,That detective story was so good I couldn't put it down until two this morning.,contradiction,0.8852337
I was absorbed in reading detective novels so I was up till 2 am last night.,That detective story was so good I couldn't put it down until two this morning.,contradiction,0.98716867
"Last night, I was crazy for the cetective novel, so I stayed up late until 2 am.",That detective story was so good I couldn't put it down until two this morning.,neutral,0.9912005
No ambisious this nobel just mede to read even I have ever read books.,The novel I've just finished is the best one I've ever read.,neutral,0.9373556
I've never been more impressed than the novels I've just read of all the books I've read.,The novel I've just finished is the best one I've ever read.,neutral,0.9816011
This novel that I have just finished reading is the most impressive one among the others that I read so far.,The novel I've just finished is the best one I've ever read.,entail,0.9857545
I have never been impressed so much by all the books I had ever read than the novel I've just finished reading.,The novel I've just finished is the best one I've ever read.,neutral,0.98336744
"Among many books I have read, there is no impressive book rather than the novel which I have just finished reading.",The novel I've just finished is the best one I've ever read.,entail,0.7291078
To read book we must use imagination proactively.,"If you want to get the most out of book, you have to make a conscious effor to stretch your imagination.",entail,0.986516
It is because reading books requires an aggresive imagination.,"If you want to get the most out of book, you have to make a conscious effor to stretch your imagination.",neutral,0.9842248
Because you need to use your imagination when you read books.,"If you want to get the most out of book, you have to make a conscious effor to stretch your imagination.",entail,0.8458118
"To read a book, you need to use your imagination activetly.","If you want to get the most out of book, you have to make a conscious effor to stretch your imagination.",entail,0.99756587
To read a book must be imagine.,"If you want to get the most out of book, you have to make a conscious effor to stretch your imagination.",entail,0.9908702
We must not forget that reading is one of cultural heritage to teach the children.,We should bear in mind that reading is a part of our cultural heritage that we must hand down to our children.,entail,0.991206
We shouldn't forget that reading book is one of the cultural heritages that we have to take over to our children.,We should bear in mind that reading is a part of our cultural heritage that we must hand down to our children.,entail,0.99639624
Don't forget reading books is part of cultural heritage we tell children.,We should bear in mind that reading is a part of our cultural heritage that we must hand down to our children.,entail,0.99186605
We remember the reading book is the one of the culture heritage which we have to tell our children.,We should bear in mind that reading is a part of our cultural heritage that we must hand down to our children.,entail,0.9955591
Reading a book ,We should bear in mind that reading is a part of our cultural heritage that we must hand down to our children.,entail,0.7591638
It is very dengerous driving car after drinking 2 bottles vwisky.,It would be dangerous to drink two bottles of whiskey and drive a car.,entail,0.9841314
It is dangerous to drive a car after you drink two bottles of whiskey.,It would be dangerous to drink two bottles of whiskey and drive a car.,entail,0.9976132
It is dangerous to drive a car after drinking two bottles of whisky.,It would be dangerous to drink two bottles of whiskey and drive a car.,entail,0.9975695
It is degerous to drive the car after drinking two bottles of the whiskey.,It would be dangerous to drink two bottles of whiskey and drive a car.,entail,0.9961654
It is danger to drive a car opening two wiskey bottles.,It would be dangerous to drink two bottles of whiskey and drive a car.,neutral,0.74092346
Most Japanese high school students go to cram schools to prepare for college entrance exams.,Most Japanese high school students go to a cram school to prepare for college entrance exams.,entail,0.9968927
Most of high school students in Japan go to Juku to prepare for entrance exam.,Most Japanese high school students go to a cram school to prepare for college entrance exams.,entail,0.9698253
Many Japanese high school students go to cram school to prepare for university entrance exams.,Most Japanese high school students go to a cram school to prepare for college entrance exams.,entail,0.99784005
"Most Japanese high school students, they go to cram school to prepare for college entrance exam.",Most Japanese high school students go to a cram school to prepare for college entrance exams.,entail,0.99777776
Most Japanese high school students go to cram schools to prepare for the university entrance exams.,Most Japanese high school students go to a cram school to prepare for college entrance exams.,entail,0.99666226
"I was asked next grandmother, Where are you going to? on the train.",An elderly woman sitting next to me on the train asked me where I was going.,entail,0.75365627
I was asked by a elderly woman sitting next seat in the train where I was going to.,An elderly woman sitting next to me on the train asked me where I was going.,entail,0.99643
"An old woman sitting next to me in a train, she asked me how far will yo go?",An elderly woman sitting next to me on the train asked me where I was going.,neutral,0.99092215
I was asked where did you go by the old woman who sat down aside me.,An elderly woman sitting next to me on the train asked me where I was going.,entail,0.9838933
"I was asked a old mother who I was sitted side by side a train,she said where do you going?",An elderly woman sitting next to me on the train asked me where I was going.,neutral,0.89477414
It is noimpposibe to make big earthquork.,It is impossible to predict where and when there will be a major earthquake.,neutral,0.95087814
It is unexpected that in where big earthquakes occur,It is impossible to predict where and when there will be a major earthquake.,entail,0.9769945
We don't know when and where the big earthquake will occur. ,It is impossible to predict where and when there will be a major earthquake.,entail,0.9975279
It is not predicable when or where the earthquake occurs. ,It is impossible to predict where and when there will be a major earthquake.,entail,0.98959
It is not expect to cause a huge earthquick.,It is impossible to predict where and when there will be a major earthquake.,entail,0.7604107
I was worried about that even Tom has made job.,"Tom insisted that everythig would be all right, but I couldn't help feeling worried.",neutral,0.9986473
"Tom said that everything would be all right, but I was so nervous.","Tom insisted that everythig would be all right, but I couldn't help feeling worried.",entail,0.9924631
"Tom said that he has confidence that everthing goes well, but I was worried so much.","Tom insisted that everythig would be all right, but I couldn't help feeling worried.",entail,0.9925247
Tom everything will go well but I worried about that too much.,"Tom insisted that everythig would be all right, but I couldn't help feeling worried.",entail,0.992547
"Even though Tom said there was no problem, I was very concerned.","Tom insisted that everythig would be all right, but I couldn't help feeling worried.",entail,0.99323696
"I had no idea, what I said hurt her.",It never occurred to me that my remark might hurt her feelings.,contradiction,0.9296792
I don't expected I hurt her with my comment.,It never occurred to me that my remark might hurt her feelings.,entail,0.9969784
I didn't even think that what I said hurts her feeling.,It never occurred to me that my remark might hurt her feelings.,entail,0.99777156
I didn't expect my comment might hurt her.,It never occurred to me that my remark might hurt her feelings.,entail,0.99834394
I never expected that my words hurt her.,It never occurred to me that my remark might hurt her feelings.,entail,0.99656504
I have decided to srech for job in abroad after graduate to the Univercity.,I've decided to look for a job abroad when I graduate from college.,entail,0.9951934
I decided to look for a job abroad after I graduate from college.,I've decided to look for a job abroad when I graduate from college.,entail,0.9974406
I dicided when I graduate university  I will find a job overseas. ,I've decided to look for a job abroad when I graduate from college.,entail,0.9467315
"When I graduate university, I will look for a job abroad.",I've decided to look for a job abroad when I graduate from college.,entail,0.9984102
I decide to find a job when I will guraduate college.,I've decided to look for a job abroad when I graduate from college.,contradiction,0.5695603
"When I was a teenager, I lived in Canada for three years because of my father's job.",I lived in Canada for three years when I was in my teens because my father was transferred there.,entail,0.9885805
I have lived in Canada in teenager because of my father's work.,I lived in Canada for three years when I was in my teens because my father was transferred there.,entail,0.9970579
"When I was teenager, I had lived in Canada for three years due to my father's work.",I lived in Canada for three years when I was in my teens because my father was transferred there.,entail,0.99713886
"When I was a teenager, I had lived in Canada for three years with my father's job.",I lived in Canada for three years when I was in my teens because my father was transferred there.,entail,0.9928973
"When I was a teenager, I lived in Canada for three years because of my father's work.",I lived in Canada for three years when I was in my teens because my father was transferred there.,entail,0.99136543
"Because of internet, sales of personal computer is increasing in this several years.","The Internet is widely used, so sales of personal computers have been rapidly increasing over the last few years.",entail,0.9977198
"In addition to the spread of the Internet, the sales of PC have been increasing rapidly in the past few years.","The Internet is widely used, so sales of personal computers have been rapidly increasing over the last few years.",neutral,0.9962543
"With the spread of the Internet, sales of computer have been increasing dramatically in the past few days.","The Internet is widely used, so sales of personal computers have been rapidly increasing over the last few years.",contradiction,0.9867556
"In recent years, with the spread of the internet, sales of personal computers have increased rapidly.","The Internet is widely used, so sales of personal computers have been rapidly increasing over the last few years.",entail,0.9982425
"Latest years, sales of a computer suddenly incline by spending of internet.","The Internet is widely used, so sales of personal computers have been rapidly increasing over the last few years.",entail,0.99388146
"When I got on the train this morning, I couldn't find an empty seat.","When I got on the train this morning, I couldn't find an empty seat.",entail,0.9975682
"When I take a train in this morning, I can't find vacant seat.","When I got on the train this morning, I couldn't find an empty seat.",entail,0.9981026
"When I got on a train in this morning, I couldn't find an empty seat.","When I got on the train this morning, I couldn't find an empty seat.",entail,0.9979449
"When I took the train this morning, I didn't find vacancy.","When I got on the train this morning, I couldn't find an empty seat.",entail,0.9954365
"When I got on the train this morning, I couldn't find a vacant seat.","When I got on the train this morning, I couldn't find an empty seat.",entail,0.9977476
"I don't wear glasses now, so I don't understand what that sign says.","I'm not wearing glasses now, so I can't make out what the sign says.",entail,0.9977684
I can't understand the sign because I don't wear eyeglass.,"I'm not wearing glasses now, so I can't make out what the sign says.",entail,0.9968821
"Because I don't have my glasses now, I don't know what the poster says.","I'm not wearing glasses now, so I can't make out what the sign says.",entail,0.9778701
"As I don't wear glasses now, I can't read what's on the sign.","I'm not wearing glasses now, so I can't make out what the sign says.",entail,0.9981944
"Now I'm not wearing my glasses, so I can not understand what the sign says.","I'm not wearing glasses now, so I can't make out what the sign says.",entail,0.9976799
"Humans have the ability to express what they think, by five years to six years.",Humans learn to express what they think by the age of five or six.,entail,0.99803334
They have ability to express what they think in their age of 5 or 6.,Humans learn to express what they think by the age of five or six.,entail,0.99793077
All human-being acquires an ability to express what they think when 5 to 6 years old.,Humans learn to express what they think by the age of five or six.,neutral,0.49912784
"Humans are around 5～6years old, they have the ability to express what they think.",Humans learn to express what they think by the age of five or six.,entail,0.99738115
"By the age of 5-6, humans will have the ability to express what they think.",Humans learn to express what they think by the age of five or six.,entail,0.99820006
I made it  for  your drawing  map.,"Thanks to the map you drew me the other day, I managed to get here without getting lost.",entail,0.99151796
"Thanks to the map written the other day, I was able to come here.","Thanks to the map you drew me the other day, I managed to get here without getting lost.",entail,0.99818283
"Thanks to the map you wrote the other day, I could come here without getting lost.","Thanks to the map you drew me the other day, I managed to get here without getting lost.",entail,0.9982664
"Thanks to the map that you drew the other day, I could come here without hesitation.","Thanks to the map you drew me the other day, I managed to get here without getting lost.",entail,0.9953695
"I thanks to be drew a map,I could come here soon.","Thanks to the map you drew me the other day, I managed to get here without getting lost.",neutral,0.71468323
I can't recognize Bob because of change when I met him in the class.,"Bob had changed a lot, so when I saw him at a class reunion, I dind't recognize him.",entail,0.9954137
"Bob changed a lot, so I didn't recognize him when seeing him in the previous lesson.","Bob had changed a lot, so when I saw him at a class reunion, I dind't recognize him.",entail,0.99338394
"When I met Bob last class reunion, he changed a lot so I didn't recognize him.","Bob had changed a lot, so when I saw him at a class reunion, I dind't recognize him.",neutral,0.969061
"Bob was so different, I didn't realize him when I met him in the previous classroom.","Bob had changed a lot, so when I saw him at a class reunion, I dind't recognize him.",entail,0.99172276
I do not know Bob after classroom because he is very change.,"Bob had changed a lot, so when I saw him at a class reunion, I dind't recognize him.",entail,0.9556531
"I have studied mas until 4 o`clock,I am verry sllepy.","I stayed up till four last night preparing for the math lesson, so I feel very sleepy.",neutral,0.9422207
"I stayed up until 4 o'clock yesterday because I was busy preparing for math, so I'm very sleepy.","I stayed up till four last night preparing for the math lesson, so I feel very sleepy.",entail,0.99376523
I'm very sleepy because I stayed up until 4 o'clock to prepare math.,"I stayed up till four last night preparing for the math lesson, so I feel very sleepy.",entail,0.99825746
"As I prepared for the math class hard until 4 am, I'm very sleepy.","I stayed up till four last night preparing for the math lesson, so I feel very sleepy.",entail,0.9974624
I'm very sleepy because I had woken until 4 AM to do pre-study of math yesterday.,"I stayed up till four last night preparing for the math lesson, so I feel very sleepy.",entail,0.99559706
I have nothing now even I already read nobel book yeasterday from librally.,"I've finished reading the novel I borrowed from the library yesterday, so now I have nothing to do.",neutral,0.99898547
"I finished reading the novel I borrowed from the library yesterday, so I have nothing to do now.","I've finished reading the novel I borrowed from the library yesterday, so now I have nothing to do.",entail,0.9982849
"As I finished reading a book borrowed from the library yesterday, I have nothing to do now.","I've finished reading the novel I borrowed from the library yesterday, so now I have nothing to do.",entail,0.9981945
"I finished reading the novel when I rent yesterday, I have nothing to do now.","I've finished reading the novel I borrowed from the library yesterday, so now I have nothing to do.",neutral,0.6839613
"I've finished reading the novel that I borrowed from the liblary, so I have no things to do.","I've finished reading the novel I borrowed from the library yesterday, so now I have nothing to do.",entail,0.9936091
"Some of the students to use the library, as if they were in the coffee shop.",Some students coming to the library act as if they are in a coffee shop.,entail,0.98399884
"There is a student who come to the library , behave in the coffee shop .",Some students coming to the library act as if they are in a coffee shop.,entail,0.9968363
"There are some students coming to library, who behave as if being in a cafe.",Some students coming to the library act as if they are in a coffee shop.,entail,0.9974375
Some students coming to the library act like as if they are in a café.,Some students coming to the library act as if they are in a coffee shop.,entail,0.99110794
Some students who come to the library behave as like in tearoom.,Some students coming to the library act as if they are in a coffee shop.,contradiction,0.99835974
"When I was a child, I used to wish my house had been a little bigger.","When I was a child, I often wished my house were a little larger.",entail,0.9981217
I wish I have a little wide house in childhood.,"When I was a child, I often wished my house were a little larger.",entail,0.99410266
"At the age of my childhood, I thought that it would be better if my house was a little bigger one.","When I was a child, I often wished my house were a little larger.",entail,0.9975314
"When I was a child, I would have wished that my house were more spacious.","When I was a child, I often wished my house were a little larger.",entail,0.9979096
"When I was a child, I often thought that if my house was big a little.","When I was a child, I often wished my house were a little larger.",entail,0.997799
I want joying helping victims as vollunter.,"I'd like to work as a volunteer helping victims of natural disasters, such as floods or earthquakes.",neutral,0.9927013
"I would like to do a volunteer for supporting people who are suffering from natural disaster, such as high tide or earthquake.","I'd like to work as a volunteer helping victims of natural disasters, such as floods or earthquakes.",neutral,0.98682517
I want to act to help people      and earthquake.,"I'd like to work as a volunteer helping victims of natural disasters, such as floods or earthquakes.",entail,0.9964503
I would like to work as a volunteer to help victims of floods and earthquakes.,"I'd like to work as a volunteer helping victims of natural disasters, such as floods or earthquakes.",entail,0.9978588
I want to be bolantere helping ,"I'd like to work as a volunteer helping victims of natural disasters, such as floods or earthquakes.",entail,0.98967206
"Though Tom has good drums , he doesn't allow to use others. ","Tom has nice drums, and he never lets anyone else play them.",entail,0.99801457
"Tom has a great drum, but he doesn't want anyone to use it.","Tom has nice drums, and he never lets anyone else play them.",entail,0.9959573
Tom has an excellent drum but he doesn't allow anyone to use it.,"Tom has nice drums, and he never lets anyone else play them.",entail,0.99768555
Tom has fine drams but he does not allow anyone to use it.,"Tom has nice drums, and he never lets anyone else play them.",entail,0.9895443
Tom have a excerent drum but he don't use anyone.,"Tom has nice drums, and he never lets anyone else play them.",entail,0.9928388
"I thought Tom said joking,after that he was thlious.","At first I thought Tom was joking, but later I realized he was serious.",entail,0.98248714
"At first, I thought Tom told a joke, but later I found out he was serious.","At first I thought Tom was joking, but later I realized he was serious.",entail,0.9978484
"At first, I thoght Tom said joke, but later I realized he was serious.","At first I thought Tom was joking, but later I realized he was serious.",entail,0.9965121
"At first, I thought that he was joking, but I later I realized he was serious.","At first I thought Tom was joking, but later I realized he was serious.",entail,0.99689865
"Firstly I supposed Tom said joke, but after that, I found out he was serious.","At first I thought Tom was joking, but later I realized he was serious.",entail,0.99740547
"I had tyring to make Itary first time this Sunday,I could make dellisiou.","Last Sunday I tried making some Italian food for the first time, and it was delicious.",entail,0.9906799
"Last Sunday, I tried to cook Italian food for the first time in my life and it was very delicious.","Last Sunday I tried making some Italian food for the first time, and it was delicious.",entail,0.99748707
"Last sunday, I tried to cook Italian food for the first time in my life and I succeeded. ","Last Sunday I tried making some Italian food for the first time, and it was delicious.",neutral,0.616478
"Last Sunday, I tried to cook Italian even for the first time though, those were quite tasty. ","Last Sunday I tried making some Italian food for the first time, and it was delicious.",entail,0.99552506
"Last Sunndy, I tried to cook italian and it was the first time for me. It was very delisious.","Last Sunday I tried making some Italian food for the first time, and it was delicious.",contradiction,0.97068393
"I said to sorry to late to An,thought She was upset.","I apologized to Ann for being late, but she didn't forgive me.",neutral,0.9621593
"I apologized to Ann for being late, but she wouldn't forgive me.","I apologized to Ann for being late, but she didn't forgive me.",entail,0.998131
"Although I apologized to Ann about being late, she didn't forgive me.","I apologized to Ann for being late, but she didn't forgive me.",entail,0.9982767
"I made an appologies for being late to Anne, but she didn't forgive me.","I apologized to Ann for being late, but she didn't forgive me.",entail,0.9982969
Anne did not allow me even though I appologized my delay.,"I apologized to Ann for being late, but she didn't forgive me.",contradiction,0.98856235
"Every day, I have no time to go to the movies because I am so busy to do household chores. ",I'm so busy doing the housework every day that I have no time to see a movie.,entail,0.9982595
I don't have time to watch movie because I'm busy housework every day,I'm so busy doing the housework every day that I have no time to see a movie.,entail,0.9982918
I am so busy with house work everyday that I don't have the chance to go to the movies.,I'm so busy doing the housework every day that I have no time to see a movie.,entail,0.9975159
"As I'm tied up with housechores everyday, I don't have time to go to see the movies.",I'm so busy doing the housework every day that I have no time to see a movie.,entail,0.9936452
There is no time to go to the theather because I'm very busy to work in my home. ,I'm so busy doing the housework every day that I have no time to see a movie.,entail,0.9970215
This wood desk is too heavy to move to upstair by myself.,This wooden desk is too heavy for me to carry upstairs alone.,entail,0.9969037
"This wood desk is heavy, so it is hard to carry up to second floor by myself.",This wooden desk is too heavy for me to carry upstairs alone.,entail,0.9907533
This wooden desk is so heavy that I can't bring it up to the second floor.,This wooden desk is too heavy for me to carry upstairs alone.,neutral,0.99305665
I alone am not able to bring this table to 2nd floor because it is very heavy.,This wooden desk is too heavy for me to carry upstairs alone.,neutral,0.9746516
The desk of wood do not carry by sesond floor only me because it is heavy.,This wooden desk is too heavy for me to carry upstairs alone.,entail,0.99630153
I had sad that met many japanese tourlisets during Eourope trip.,"While traveling in Europe,I was disappointed that wherever I went, there were many Japanese tourists.",entail,0.98452824
"During my trip to Europe, I felt bored because I met Japanese wherever I went.","While traveling in Europe,I was disappointed that wherever I went, there were many Japanese tourists.",entail,0.9980386
"I was dassapointed during my trip to Europe, because I met many Japanese tourists everywhere I visited.","While traveling in Europe,I was disappointed that wherever I went, there were many Japanese tourists.",contradiction,0.98773324
"During my trip in Europe, I felt bored of seeing many tourists from Japan wherever countries I visited.","While traveling in Europe,I was disappointed that wherever I went, there were many Japanese tourists.",entail,0.99792886
"During my trip to Europe, I was bored because I met many Japanese tourists whenever I go.","While traveling in Europe,I was disappointed that wherever I went, there were many Japanese tourists.",entail,0.99739313
I was very happy to see my mother go to the office wearing the earrings that I gave to her. ,I was very happy when I saw my mother going to work wearing the earrings I had bought her.,entail,0.99472815
I was happy to see my mother to go to the office with earring I presented.,I was very happy when I saw my mother going to work wearing the earrings I had bought her.,entail,0.9913531
I was happy to see my mother wearing the earings that I gave her when she went to work.,I was very happy when I saw my mother going to work wearing the earrings I had bought her.,entail,0.99755126
I was very happy to see a my mother wear I gave her earrings go to work.,I was very happy when I saw my mother going to work wearing the earrings I had bought her.,entail,0.9969223
I was very happy to see that mother putting ear rings which I presented went to the company.,I was very happy when I saw my mother going to work wearing the earrings I had bought her.,entail,0.9835217
It is no understand that schools upply for studys only.,"If you expect that schools only teach academic subjects, then this proves that you don't understand what schools are for.",entail,0.9909944
That you think school is a place where we only studyis evidence that you don't understand the role of school.,"If you expect that schools only teach academic subjects, then this proves that you don't understand what schools are for.",entail,0.99598914
To regard the schools as the places where they teach you only subjects will proof that you don't understand the roles of schools.,"If you expect that schools only teach academic subjects, then this proves that you don't understand what schools are for.",entail,0.9957579
It is the proof of misunderstanding the role of the school to think only teaching the study in school.,"If you expect that schools only teach academic subjects, then this proves that you don't understand what schools are for.",entail,0.9916779
It is not proof that school teach only studying ,"If you expect that schools only teach academic subjects, then this proves that you don't understand what schools are for.",entail,0.6199652
Most of Japanese spend their time with work to live.,Most Japanese people spend most of their time working to live.,entail,0.9978695
Most Jaopanese people spended most of their time working to live.,Most Japanese people spend most of their time working to live.,entail,0.9901299
Most Japanese spend their large part of time to work to live.,Most Japanese people spend most of their time working to live.,entail,0.9982668
Most Japanese spend most of their time to work to live.,Most Japanese people spend most of their time working to live.,entail,0.998211
"Most of Japanese, they cost a lot of time working to live.",Most Japanese people spend most of their time working to live.,entail,0.9362173
Japanese usually express their feelings as indirectly as possible so as not to hurt others.,Japansse people usually express their feelings as indirectly as possible so that they won't offend others.,entail,0.9976273
Japanese always express without immindiately not to indure otherperson.,Japansse people usually express their feelings as indirectly as possible so that they won't offend others.,contradiction,0.998252
Japanese generally try to express their feelings as indirectly as possible in order to not hurt others.,Japansse people usually express their feelings as indirectly as possible so that they won't offend others.,entail,0.9977143
It's normal for Japanese people to express their feelings indirectly for the purpose of not making others feel bad.,Japansse people usually express their feelings as indirectly as possible so that they won't offend others.,entail,0.997347
Many Japanease express their feelings as indirectly as possible not to hurt others.,Japansse people usually express their feelings as indirectly as possible so that they won't offend others.,entail,0.9978668
The increase in atmospheric CO2 is closely related to global warming.,The increase in the amout of CO2 in the atomosphere is closely connected with global warming.,entail,0.99822086
Increase of CO2 is closely related with Earth hottering.,The increase in the amout of CO2 in the atomosphere is closely connected with global warming.,contradiction,0.99139225
The increase of CO2 in the air is closely related in the global warming.,The increase in the amout of CO2 in the atomosphere is closely connected with global warming.,entail,0.9932181
closely related to global warming ,The increase in the amout of CO2 in the atomosphere is closely connected with global warming.,entail,0.99637383
The CO2 increasing in the air is colsely related to the warming up of the earth.,The increase in the amout of CO2 in the atomosphere is closely connected with global warming.,entail,0.9954379
It is very intersting 100 times to watch baseball studium than TV .,Professional baseball is far more exciting at a stadium than in TV.,neutral,0.99857867
It is 100 times more interesting to watch professional baseball game in a stadium than watching it on TV.,Professional baseball is far more exciting at a stadium than in TV.,neutral,0.93682086
Watching baseball games in the excite you 100 times more than doing it on TV.,Professional baseball is far more exciting at a stadium than in TV.,contradiction,0.9444192
Pro baseball game is 100 times more interesting to watch at the stadium than to watch it on TV.,Professional baseball is far more exciting at a stadium than in TV.,neutral,0.9959461
Professinal baseball is watch a beseball stadium more 100 interest than watch TV.,Professional baseball is far more exciting at a stadium than in TV.,neutral,0.99814916
This motorcycle is about twice as expensive in England as in Japan.,This motorbike is about twice as expensive in the U.K as in Japan.,contradiction,0.83616626
"In England, this bike is twice as expensive as in Japan.",This motorbike is about twice as expensive in the U.K as in Japan.,neutral,0.9982691
This motorcycle costs in UK approximately twice as expensive as buying in Japan.,This motorbike is about twice as expensive in the U.K as in Japan.,neutral,0.98408407
This price of this motorcycle is twice as much as it is in Japan.,This motorbike is about twice as expensive in the U.K as in Japan.,entail,0.9901569
This bike is about twice as expensive in the UK as in Japan.,This motorbike is about twice as expensive in the U.K as in Japan.,contradiction,0.9897658
"It is getting worse reading books, but it is no curious for young people.","Just because young people today read less than they used to, it doesn't always follow that they are less eager to learn.",neutral,0.9203632
"Even if the amount of reading books decreased, it couldn't prove that younger generation lost their wants towards wisdom.","Just because young people today read less than they used to, it doesn't always follow that they are less eager to learn.",entail,0.80290365
The less reading books young people doesn't mean they don't have less intellectual interests.,"Just because young people today read less than they used to, it doesn't always follow that they are less eager to learn.",entail,0.9837531
The decreased volume of reading the book is not linked to the decreased inteligent intend of current young people.,"Just because young people today read less than they used to, it doesn't always follow that they are less eager to learn.",entail,0.46500415
Latest younger people is not a little wanting of interigent because they read a few book,"Just because young people today read less than they used to, it doesn't always follow that they are less eager to learn.",neutral,0.901684
Entrance examination I tried yesterday is more difficult that I thought .,"Frankly speaking, the entrance exams I took yesterday were far more difficult than I had expected.",entail,0.99805605
"Frankly speaking, the exam I took yesterday was much more difficult than T thought.","Frankly speaking, the entrance exams I took yesterday were far more difficult than I had expected.",entail,0.99818426
"To be frank, the entrance exam I took yesterday were far more difficult than I had thought.","Frankly speaking, the entrance exams I took yesterday were far more difficult than I had expected.",entail,0.9984889
"Honestly, the entrance exam I took yesterday is much harder than I expected.","Frankly speaking, the entrance exams I took yesterday were far more difficult than I had expected.",entail,0.99832505
"Flankely speaking,It was more difficult than I think to do admission exam yesterday","Frankly speaking, the entrance exams I took yesterday were far more difficult than I had expected.",entail,0.99825186
"There is a country which has a lot of foods in the world. On the other hands, there is a country ten thousands of children die without any food.","In some countries people have too much food, while in others tens of thousands of children are starving.",neutral,0.69477534
"In some countries, there is a extra food, in others, tens of thousands of children suffer from starving and die.","In some countries people have too much food, while in others tens of thousands of children are starving.",neutral,0.98967606
"Some countries have plenty of foods, and some countries have thousands of famine children to die.","In some countries people have too much food, while in others tens of thousands of children are starving.",entail,0.99658966
"In the world, there is the country which has enough food, on the other hand, there is the country where several ten thousand children died by poor food.","In some countries people have too much food, while in others tens of thousands of children are starving.",contradiction,0.99377066
"All over the world,a lot of food is existing countries but million of children is dying countries.","In some countries people have too much food, while in others tens of thousands of children are starving.",neutral,0.9673817
"You can`t be diet,if you count collury.","However much exercise you get, you won't lose weight unless you count your calories.",contradiction,0.98722005
"As long as you don't caliculate the colorie of what you eat, workout doesn't work out for your diet.","However much exercise you get, you won't lose weight unless you count your calories.",contradiction,0.9932058
"How much you exercise, it doesn't work unless you calculate calories you take. ","However much exercise you get, you won't lose weight unless you count your calories.",contradiction,0.9950159
"No matter how much you do exercise, you can't lose weight unless you calculate calories.","However much exercise you get, you won't lose weight unless you count your calories.",entail,0.9982528
"To exersise,you cannot decline weight ,so you calculate caloly.","However much exercise you get, you won't lose weight unless you count your calories.",entail,0.99053115
Some people in japanese tourist go out with a lot of money in their pocket of pants . ,Some Japanese tourists lack common sense and carry a lot of cash in their backpockets.,neutral,0.96678627
There are Japanese tourists don't have common sense putting their wallets with bunch of money in their backpocket of  their trousers.,Some Japanese tourists lack common sense and carry a lot of cash in their backpockets.,neutral,0.9988752
Some Japanese tourists have much cash in the back pockets of their trousers carelessly.,Some Japanese tourists lack common sense and carry a lot of cash in their backpockets.,neutral,0.99480385
It is out of common sense that someone in Japanese visitors bring much money in the behind poket of their slacs.,Some Japanese tourists lack common sense and carry a lot of cash in their backpockets.,entail,0.99603313
Japanese tourists are walk to having a lot of money in their pocket.,Some Japanese tourists lack common sense and carry a lot of cash in their backpockets.,neutral,0.87404597
It is keeping health that having good meals and taking exasise useally.,"In order to stay healthy, you should have a balanced diet and get regular exercise.",entail,0.9638648
The secrets to keep health is eating good balanced food and exercising periodically. ,"In order to stay healthy, you should have a balanced diet and get regular exercise.",neutral,0.9852267
The key point to stay healty is to eat a balanced meal and exercise regularly.,"In order to stay healthy, you should have a balanced diet and get regular exercise.",entail,0.9946866
"The secret to keeping healthy, to eat balanced diet and to exercise regularly. ","In order to stay healthy, you should have a balanced diet and get regular exercise.",entail,0.99384415
The key to keeping healthy is to eat a balanced meal and exercise regularly.,"In order to stay healthy, you should have a balanced diet and get regular exercise.",entail,0.9958333
I was surpraise that japan`s city has many neon even gone to abroad.,It is not until you go abroad that you realize how many neon lighs there are in big Japanese cities.,neutral,0.96839464
It's only when you go abroad that you realize the big cities of Japan have many illumination.,It is not until you go abroad that you realize how many neon lighs there are in big Japanese cities.,entail,0.9951886
We hardly notice that there are many neon signs in Japanese large city areas before going to foreign countries.,It is not until you go abroad that you realize how many neon lighs there are in big Japanese cities.,entail,0.96552414
"For the first time when I go abroad, I notice that the big cities of Japan have many neon lights.",It is not until you go abroad that you realize how many neon lighs there are in big Japanese cities.,entail,0.98847187
"To first go abroad, it notice a lot of neon primary city of japan.",It is not until you go abroad that you realize how many neon lighs there are in big Japanese cities.,entail,0.9978654
I am worrid that could be speccilly even japanese people could speak English.,It is a pity that many Japanese people mistakenly believe that they have only to speak English to be internationally-minded.,entail,0.98545516
